Name,date,MMSI,CallSign,ImoNumber ,Destination,Eta mois,Eta day,Eta hour,Eta minutes,Type of vessel,DimensionA,DimensionB,DimensionC,DimensionD
PELAGIA HORDAFOR    ,2023-03-24 08:12:40.858010+00:00,258764000,JXPT   ,9331098,TROMSOE             ,3,24,16,0,90,50,10,5,6
PRINS RICHARD,2023-03-24 08:12:40.858926+00:00,219000429,OZLB2,9144419,RODBY <-> PUTTGARDEN,12,31,0,0,60,23,119,13,13
ORKO                ,2023-03-24 08:12:40.859845+00:00,374436000,3EKW4  ,9430325,LISAHALLY           ,3,27,9,0,70,81,12,7,8
RICHWAY TRADER      ,2023-03-24 08:12:40.861406+00:00,352001532,3E2539 ,9936757,LIVERPOOL UK        ,3,20,11,30,70,198,31,21,11
STADIONGRACHT       ,2023-03-24 08:12:40.865441+00:00,246466000,PDBY   ,9202508,US BAL              ,3,21,23,59,74,155,17,17,8
HELGOEY GLIMT       ,2023-03-24 08:12:40.868574+00:00,258063000,LCCK   ,9751731,RYFYLKE             ,0,0,24,60,40,11,11,4,4
PELAGIA HORDAFOR    ,2023-03-24 08:12:40.869605+00:00,258764000,JXPT   ,9331098,TROMSOE             ,3,24,16,0,90,50,10,5,6
ORKO                ,2023-03-24 08:12:40.893918+00:00,374436000,3EKW4  ,9430325,LISAHALLY           ,3,27,9,0,70,81,12,7,8
RICHWAY TRADER      ,2023-03-24 08:12:40.895705+00:00,352001532,3E2539 ,9936757,LIVERPOOL UK        ,3,20,11,30,70,198,31,21,11
BAS ANNE,2023-03-24 08:12:40.902066+00:00,244700650,PG5078,0,2,7,1,0,0,79,50,19,4,4
VEGA GAMLEBY,2023-03-24 08:12:40.903934+00:00,577607000,YJXP2,0,"FALMOUTH, UK",0,0,0,0,70,42,0,6,1
SILVER WAVE         ,2023-03-24 08:12:40.933161+00:00,248291000,9HA4596,1011006,CANNES              ,12,22,12,0,37,30,14,4,5
RICHWAY TRADER      ,2023-03-24 08:12:40.936581+00:00,352001532,3E2539 ,9936757,LIVERPOOL UK        ,3,20,11,30,70,198,31,21,11
VEGA GAMLEBY,2023-03-24 08:12:40.941310+00:00,577607000,YJXP2,0,"FALMOUTH, UK",0,0,0,0,70,42,0,6,1
VEGA GAMLEBY,2023-03-24 08:12:40.977551+00:00,577607000,YJXP2,0,"FALMOUTH, UK",0,0,0,0,70,42,0,6,1
PRINS VAN ORANJE,2023-03-24 08:12:41.045929+00:00,244700934,PI5427,0,AMSTERDAM,10,15,22,0,69,10,42,4,4
DANIEL LAVAL,2023-03-24 08:12:41.048983+00:00,227023300,FQBV,9234393,ROUEN,7,15,6,0,33,22,82,11,11
MOONSHADOW,2023-03-24 08:12:41.107415+00:00,319887000,ZCIG8,1007419,KAAG,10,8,14,30,37,20,23,3,6
LORDSHIP            ,2023-03-24 08:12:41.180440+00:00,636017745,A8SZ3  ,9519066,NL RTM              ,3,21,7,0,70,248,44,29,16
LORDSHIP            ,2023-03-24 08:12:41.186813+00:00,636017745,A8SZ3  ,9519066,NL RTM              ,3,21,7,0,70,248,44,29,16
CELSIUS RAVENNA     ,2023-03-24 08:12:41.191671+00:00,538008289,V7A2198,9402809,PA CTB              ,3,23,23,0,80,145,37,20,12
LORDSHIP            ,2023-03-24 08:12:41.192217+00:00,636017745,A8SZ3  ,9519066,NL RTM              ,3,21,7,0,70,248,44,29,16
AS CAMELLIA,2023-03-24 08:12:41.219835+00:00,255806121,CQAA7,9314947,EGALY,3,25,9,0,73,177,46,21,9
ASTERAS             ,2023-03-24 08:12:41.224757+00:00,538009215,V7A4462,9610999,BALBOA ANCHORAGE    ,3,30,12,0,70,161,29,12,20
LEXA MAERSK         ,2023-03-24 08:12:41.225052+00:00,477665200,VRTV3  ,9190767,PANAMA CANAL > PAMIT,3,23,6,0,79,196,70,27,11
G.ARETE             ,2023-03-24 08:12:41.225607+00:00,373728000,3FXL8  ,9621584,PACTB               ,3,20,8,0,80,186,39,26,10
RICHWAY TRADER      ,2023-03-24 08:12:41.289650+00:00,352001532,3E2539 ,9936757,LIVERPOOL UK        ,3,20,11,30,70,198,31,21,11
RUSADIR,2023-03-24 08:12:41.290198+00:00,210329000,5BWW5,9832119,GDYNIA,5,11,0,0,69,61,126,10,21
RUSADIR,2023-03-24 08:12:41.290809+00:00,210329000,5BWW5,9832119,GDYNIA,5,11,0,0,69,61,126,10,21
RUSADIR,2023-03-24 08:12:41.291413+00:00,210329000,5BWW5,9832119,GDYNIA,5,11,0,0,69,61,126,10,21
NEPTUN,2023-03-24 08:12:41.292048+00:00,219330000,OZGR,8516213,GRENA,0,0,24,60,30,39,10,1,8
NEPTUN,2023-03-24 08:12:41.292649+00:00,219330000,OZGR,8516213,GRENA,0,0,24,60,30,39,10,1,8
NEPTUN,2023-03-24 08:12:41.294113+00:00,219330000,OZGR,8516213,GRENA,0,0,24,60,30,39,10,1,8
VOLLSOY,2023-03-24 08:12:41.344402+00:00,258226000,LLLZ,9237993,MEKJARVIK - KVITSOY,12,31,0,0,60,43,43,7,7
EDDA FLORA          ,2023-03-24 08:12:41.344943+00:00,258245000,LAJW3  ,9386380,SNOHVIT             ,3,24,22,0,90,48,47,10,10
BIRKELAND           ,2023-03-24 08:12:41.346485+00:00,258308000,LMWI   ,9281645,,0,0,0,0,30,48,21,7,7
ISLAND COMMANDER    ,2023-03-24 08:12:41.346814+00:00,257188000,LALW   ,9409663,DEEPSEA STAVANGER   ,3,23,18,0,60,14,79,10,10
FOLKE PATRIKSSON 1,2023-03-24 08:12:41.348490+00:00,257075250,LF6486,0,TLF:02016,0,0,24,60,51,7,1,1,1
REGINE NORMANN      ,2023-03-24 08:12:41.348781+00:00,257058290,LFIK   ,9845623,EIKEFJORD           ,3,19,15,20,40,13,30,3,8
VOLLSOY,2023-03-24 08:12:41.350108+00:00,258226000,LLLZ,9237993,MEKJARVIK - KVITSOY,12,31,0,0,60,43,43,7,7
EDDA FLORA          ,2023-03-24 08:12:41.353969+00:00,258245000,LAJW3  ,9386380,SNOHVIT             ,3,24,22,0,90,48,47,10,10
BIRKELAND           ,2023-03-24 08:12:41.355841+00:00,258308000,LMWI   ,9281645,,0,0,0,0,30,48,21,7,7
ISLAND COMMANDER    ,2023-03-24 08:12:41.357007+00:00,257188000,LALW   ,9409663,DEEPSEA STAVANGER   ,3,23,18,0,60,14,79,10,10
REGINE NORMANN      ,2023-03-24 08:12:41.357958+00:00,257058290,LFIK   ,9845623,EIKEFJORD           ,3,19,15,20,40,13,30,3,8
JACKSON BAY         ,2023-03-24 08:12:41.358684+00:00,636016203,D5EZ5  ,9322358,TRAMR               ,3,25,8,0,79,195,65,15,17
VOLLSOY,2023-03-24 08:12:41.360430+00:00,258226000,LLLZ,9237993,MEKJARVIK - KVITSOY,12,31,0,0,60,43,43,7,7
EDDA FLORA          ,2023-03-24 08:12:41.383072+00:00,258245000,LAJW3  ,9386380,SNOHVIT             ,3,24,22,0,90,48,47,10,10
BIRKELAND           ,2023-03-24 08:12:41.383601+00:00,258308000,LMWI   ,9281645,,0,0,0,0,30,48,21,7,7
ISLAND COMMANDER    ,2023-03-24 08:12:41.384149+00:00,257188000,LALW   ,9409663,DEEPSEA STAVANGER   ,3,23,18,0,60,14,79,10,10
REGINE NORMANN      ,2023-03-24 08:12:41.385422+00:00,257058290,LFIK   ,9845623,EIKEFJORD           ,3,19,15,20,40,13,30,3,8
OMEGA 2             ,2023-03-24 08:12:41.391092+00:00,544111120,C2AL2  ,9043665,LT KLJ              ,1,22,11,0,80,39,12,4,4
STENA BRITANNICA,2023-03-24 08:12:41.438384+00:00,235080274,2DMO6,9419175,UK HARWICH,3,24,5,15,60,27,213,16,16
ORION 4,2023-03-24 08:12:41.439489+00:00,244660729,PH2485,0,IJMUIDEN PORT,0,0,24,60,90,30,10,2,3
SVITZER ELLERBY     ,2023-03-24 08:12:41.442521+00:00,232003503,MYSV5  ,9185231,PORTBURY            ,1,5,16,0,52,11,17,6,5
BACARELLA           ,2023-03-24 08:12:41.442797+00:00,319893000,ZGAC9  ,9559755,FR CEQ              ,3,21,10,0,37,14,46,9,2
ORION 4,2023-03-24 08:12:41.444037+00:00,244660729,PH2485,0,IJMUIDEN PORT,0,0,24,60,90,30,10,2,3
STENA BRITANNICA,2023-03-24 08:12:41.465949+00:00,235080274,2DMO6,9419175,UK HARWICH,3,24,5,15,60,27,213,16,16
MPOSS,2023-03-24 08:12:41.534633+00:00,211290760,DBCZ,8862674,HAMBURG,2,9,17,0,99,28,6,10,2
HELGOLAND 2,2023-03-24 08:12:41.573953+00:00,211476340,DF7380,0,BREMEN,0,0,24,60,99,26,10,10,5
STENA BRITANNICA,2023-03-24 08:12:41.575084+00:00,235080274,2DMO6,9419175,UK HARWICH,3,24,5,15,60,27,213,16,16
NEPTUN,2023-03-24 08:12:41.576086+00:00,219330000,OZGR,8516213,GRENA,0,0,24,60,30,39,10,1,8
NEPTUN,2023-03-24 08:12:41.576649+00:00,219330000,OZGR,8516213,GRENA,0,0,24,60,30,39,10,1,8
NEPTUN,2023-03-24 08:12:41.595074+00:00,219330000,OZGR,8516213,GRENA,0,0,24,60,30,39,10,1,8
NEPTUN,2023-03-24 08:12:41.595603+00:00,219330000,OZGR,8516213,GRENA,0,0,24,60,30,39,10,1,8
STENA BRITANNICA,2023-03-24 08:12:41.597494+00:00,235080274,2DMO6,9419175,UK HARWICH,3,24,5,15,60,27,213,16,16
STENA BRITANNICA,2023-03-24 08:12:41.608720+00:00,235080274,2DMO6,9419175,UK HARWICH,3,24,5,15,60,27,213,16,16
ACHERON,2023-03-24 08:12:41.640797+00:00,205556290,OT5562,0,BIRSFELDEN,3,27,12,6,79,77,9,7,2
BAY ROCKET          ,2023-03-24 08:12:41.667542+00:00,368291410,WDN5592,0,,0,0,24,60,60,18,4,4,4
STENA BRITANNICA,2023-03-24 08:12:41.675836+00:00,235080274,2DMO6,9419175,UK HARWICH,3,24,5,15,60,27,213,16,16
UK382 JANSSIEN      ,2023-03-24 08:12:41.679554+00:00,245999000,PEZW   ,9102629,HARLINGEN           ,0,0,24,60,30,32,8,4,4
ROXY,2023-03-24 08:12:41.710956+00:00,205556090,OT5560,0,HAFEN KARLSRUHE,3,24,15,38,90,122,13,8,4
STENA BRITANNICA,2023-03-24 08:12:41.712464+00:00,235080274,2DMO6,9419175,UK HARWICH,3,24,5,15,60,27,213,16,16
STENA BRITANNICA,2023-03-24 08:12:41.722585+00:00,235080274,2DMO6,9419175,UK HARWICH,3,24,5,15,60,27,213,16,16
BEATRICE            ,2023-03-24 08:12:41.756597+00:00,636092881,D5SH7  ,9865245,FRLPE               ,3,18,12,0,70,157,26,21,10
UK382 JANSSIEN      ,2023-03-24 08:12:41.757077+00:00,245999000,PEZW   ,9102629,HARLINGEN           ,0,0,24,60,30,32,8,4,4
UK382 JANSSIEN      ,2023-03-24 08:12:41.757962+00:00,245999000,PEZW   ,9102629,HARLINGEN           ,0,0,24,60,30,32,8,4,4
BRAVEWIND           ,2023-03-24 08:12:41.758685+00:00,255806364,CQEE9  ,9886330,GBSOU               ,3,21,18,0,79,17,132,10,18
UK156  POOLSTER     ,2023-03-24 08:12:41.761168+00:00,245442000,PFCW   ,8431920,,9,20,7,0,30,19,4,3,3
SIRIUS,2023-03-24 08:12:41.775078+00:00,211476620,DA0@DI,0,SZCZECIN,0,0,0,0,79,58,12,6,2
YOLANDE ,2023-03-24 08:12:41.809609+00:00,244180941,PF3017 ,0,0000DO,1,28,0,0,90,76,4,3,6
DOBROTA             ,2023-03-24 08:12:41.813567+00:00,376689000,J8B5721,9317779,TR IST > RO CND     ,3,22,6,0,70,153,23,15,14
HA-9 WILLEM BLOEM   ,2023-03-24 08:12:41.838905+00:00,244263000,PE3247 ,0,,0,0,24,60,30,25,5,2,3
KYSTBUNKER II       ,2023-03-24 08:12:41.871507+00:00,257266000,LETE   ,9821366,TROMSO              ,3,22,9,0,80,31,15,4,6
KV BERGEN,2023-03-24 08:12:41.872359+00:00,257492000,LAQM,9389368,COASTGUARD,12,31,0,0,55,21,71,8,8
WILSON RHINE        ,2023-03-24 08:12:41.876241+00:00,314260000,8PUP   ,9168116,ESSDR               ,3,28,23,0,79,63,15,3,7
STOROY II,2023-03-24 08:12:41.877529+00:00,257080810,LF6529,0,TELF93224733,9,20,23,30,70,3,8,3,3
KYSTBUNKER II       ,2023-03-24 08:12:41.880247+00:00,257266000,LETE   ,9821366,TROMSO              ,3,22,9,0,80,31,15,4,6
KV BERGEN,2023-03-24 08:12:41.880603+00:00,257492000,LAQM,9389368,COASTGUARD,12,31,0,0,55,21,71,8,8
WILSON RHINE        ,2023-03-24 08:12:41.884231+00:00,314260000,8PUP   ,9168116,ESSDR               ,3,28,23,0,79,63,15,3,7
STOROY II,2023-03-24 08:12:41.884883+00:00,257080810,LF6529,0,TELF93224733,9,20,23,30,70,3,8,3,3
STENA BRITANNICA,2023-03-24 08:12:41.885896+00:00,235080274,2DMO6,9419175,UK HARWICH,3,24,5,15,60,27,213,16,16
WILSON GDANSK       ,2023-03-24 08:12:41.886463+00:00,314191000,8PRZ   ,9056026,NLVLI               ,3,23,1,0,70,79,9,8,5
KYSTBUNKER II       ,2023-03-24 08:12:41.887175+00:00,257266000,LETE   ,9821366,TROMSO              ,3,22,9,0,80,31,15,4,6
KV BERGEN,2023-03-24 08:12:41.887370+00:00,257492000,LAQM,9389368,COASTGUARD,12,31,0,0,55,21,71,8,8
WILSON RHINE        ,2023-03-24 08:12:41.887935+00:00,314260000,8PUP   ,9168116,ESSDR               ,3,28,23,0,79,63,15,3,7
STOROY II,2023-03-24 08:12:41.888127+00:00,257080810,LF6529,0,TELF93224733,9,20,23,30,70,3,8,3,3
SC PUFFIN,2023-03-24 08:12:41.933410+00:00,244850715,PA5997,0,AMSTERDAM,10,16,20,0,37,14,6,3,3
HA-9 WILLEM BLOEM   ,2023-03-24 08:12:41.949427+00:00,244263000,PE3247 ,0,,0,0,24,60,30,25,5,2,3
PRIMO INITIO        ,2023-03-24 08:12:41.958909+00:00,244780707,PD3604 ,0,  H    9            ,10,15,13,58,0,0,86,0,10
ASTRID              ,2023-03-24 08:12:41.959440+00:00,219030452,OZPO   ,9919759,THYBOROEN           ,2,22,14,20,30,46,46,9,9
JOHANNA ,2023-03-24 08:12:41.986343+00:00,205255300,OT2553,0,HERE TO THERE   ,0,0,24,60,69,27,5,2,3
AUTO ENERGY         ,2023-03-24 08:12:41.986901+00:00,255805908,CQIA8  ,9736377,DRAMMEN             ,3,24,1,0,70,31,150,15,17
SEMAPH MOHAMMADIA   ,2023-03-24 08:12:41.987562+00:00,242500000,CNMQ   ,0,,0,0,24,60,0,0,0,0,0
SEAJACKS SCYLLA,2023-03-24 08:12:41.989323+00:00,356068000,3FSA3,9698939,AMSTERDAM,3,1,7,0,79,11,129,2,48
SC PUFFIN,2023-03-24 08:12:41.990751+00:00,244850715,PA5997,0,AMSTERDAM,10,16,20,0,37,14,6,3,3
KVANNOY             ,2023-03-24 08:12:42.026215+00:00,257997000,LKUF   ,9710919,CH 16 FOR INFO      ,2,24,0,0,30,69,19,5,11
FLYING DOLPHIN XIX,2023-03-24 08:12:42.043684+00:00,237023800,SW2784,8623365,ARGOSARONIKOS,6,12,15,40,49,5,30,2,4
HARVEST TIME        ,2023-03-24 08:12:42.129434+00:00,538006106,V7JU5  ,9643881,ROTTERDAM           ,3,14,6,0,70,201,36,27,13
HARVEST TIME        ,2023-03-24 08:12:42.136067+00:00,538006106,V7JU5  ,9643881,ROTTERDAM           ,3,14,6,0,70,201,36,27,13
LH PILOT STE ANNE,2023-03-24 08:12:42.139148+00:00,227609750,FGD9548,0,,0,0,0,0,50,9,7,2,2
CL FUGOU            ,2023-03-24 08:12:42.140483+00:00,538009233,V7A4485,9732931,DE BRE              ,3,22,21,0,89,152,31,8,24
LH PILOT STE ANNE,2023-03-24 08:12:42.174239+00:00,227609750,FGD9548,0,,0,0,0,0,50,9,7,2,2
RADUGA SIRIUS,2023-03-24 08:12:42.181530+00:00,341702000,V4WO4,9178020,GDYNIA,3,24,12,0,52,11,20,5,4
DONNA SANTA DUE     ,2023-03-24 08:12:42.185155+00:00,319202300,ZGOB   ,0,,0,0,24,60,37,22,22,4,5
HURST POINT         ,2023-03-24 08:12:42.232110+00:00,235500000,ZIQE8  ,9234068,GBMAW>GBNPT         ,3,25,19,0,79,122,71,13,13
RADUGA SIRIUS,2023-03-24 08:12:42.235716+00:00,341702000,V4WO4,9178020,GDYNIA,3,24,12,0,52,11,20,5,4
DONNA SANTA DUE     ,2023-03-24 08:12:42.267325+00:00,319202300,ZGOB   ,0,,0,0,24,60,37,22,22,4,5
HOPETOUN,2023-03-24 08:12:42.270022+00:00,232002720,MWVX6,9140865,HOUND POINT,0,0,0,0,52,20,23,6,8
GOOSE,2023-03-24 08:12:42.298366+00:00,232035982,MJFM5,1000617,ANTIBES,10,1,21,1,37,22,23,4,4
ELBSKY              ,2023-03-24 08:12:42.303675+00:00,305576000,V2EV8  ,9412531,PTLEI               ,3,23,16,0,79,147,11,2,21
ELBSKY              ,2023-03-24 08:12:42.305689+00:00,305576000,V2EV8  ,9412531,PTLEI               ,3,23,16,0,79,147,11,2,21
LUCY III            ,2023-03-24 08:12:42.306630+00:00,253748000,LXLY   ,8977479,MONACO              ,11,12,12,0,37,34,14,3,7
SKA 14,2023-03-24 08:12:42.345555+00:00,219000121,OUGI,0,N/A,0,0,0,0,35,6,14,2,4
HALOY JARL,2023-03-24 08:12:42.372784+00:00,258022100,LGQX,9930260,TROMSO,0,0,24,60,79,8,16,5,5
RO FORTUNE          ,2023-03-24 08:12:42.374462+00:00,257028310,LFBZ   ,9831971,CH 16 FOR INFO      ,3,21,12,34,75,67,15,9,7
HALOY JARL,2023-03-24 08:12:42.379187+00:00,258022100,LGQX,9930260,TROMSO,0,0,24,60,79,8,16,5,5
RO FORTUNE          ,2023-03-24 08:12:42.379696+00:00,257028310,LFBZ   ,9831971,CH 16 FOR INFO      ,3,21,12,34,75,67,15,9,7
BSV SPANIA          ,2023-03-24 08:12:42.381857+00:00,264900207,YQGN   ,5100049,MANGALIA            ,11,2,12,30,90,12,25,4,4
HALOY JARL,2023-03-24 08:12:42.404445+00:00,258022100,LGQX,9930260,TROMSO,0,0,24,60,79,8,16,5,5
RO FORTUNE          ,2023-03-24 08:12:42.406840+00:00,257028310,LFBZ   ,9831971,CH 16 FOR INFO      ,3,21,12,34,75,67,15,9,7
BW CASSIA           ,2023-03-24 08:12:42.408310+00:00,563162400,9V6995 ,9896933,FOR ORDERS          ,3,30,14,15,84,241,54,16,30
NYK VESTA           ,2023-03-24 08:12:42.446202+00:00,372531000,3EJI4  ,9312808,DE HAM              ,3,25,17,0,79,245,93,13,33
NYK VESTA           ,2023-03-24 08:12:42.453253+00:00,372531000,3EJI4  ,9312808,DE HAM              ,3,25,17,0,79,245,93,13,33
NYK VESTA           ,2023-03-24 08:12:42.488093+00:00,372531000,3EJI4  ,9312808,DE HAM              ,3,25,17,0,79,245,93,13,33
NYK VESTA           ,2023-03-24 08:12:42.490304+00:00,372531000,3EJI4  ,9312808,DE HAM              ,3,25,17,0,79,245,93,13,33
UCHI                ,2023-03-24 08:12:42.513931+00:00,701000742,SSD,6815988,PTO MAR DEL PLATA,10,10,22,0,30,10,44,5,5
PILOT 556 SE        ,2023-03-24 08:12:42.577238+00:00,265541690,SCZP   ,0,,0,0,24,60,50,9,4,2,3
IRIS,2023-03-24 08:12:42.585193+00:00,244700937,PB8258,0,DRUTEN,3,10,10,30,90,67,0,5,5
DILIGENCE,2023-03-24 08:12:42.590577+00:00,367267000,,0,,0,0,0,0,51,28,36,6,3
IRIS,2023-03-24 08:12:42.603361+00:00,244700937,PB8258,0,DRUTEN,3,10,10,30,90,67,0,5,5
GREVELINGEN,2023-03-24 08:12:42.610214+00:00,244710157,PB4296,0,HERENTALS,3,24,15,37,89,95,15,7,7
IRIS,2023-03-24 08:12:42.612139+00:00,244700937,PB8258,0,DRUTEN,3,10,10,30,90,67,0,5,5
GREVELINGEN,2023-03-24 08:12:42.612827+00:00,244710157,PB4296,0,HERENTALS,3,24,15,37,89,95,15,7,7
FINNTRADER          ,2023-03-24 08:12:42.614203+00:00,266239000,SKIJ   ,9017769,SEMMA<>DETRV        ,3,24,18,15,69,11,172,15,15
MPOSS,2023-03-24 08:12:42.617824+00:00,211290760,DBCZ,8862674,HAMBURG,2,9,17,0,99,28,6,10,2
FINNTRADER          ,2023-03-24 08:12:42.658583+00:00,266239000,SKIJ   ,9017769,SEMMA<>DETRV        ,3,24,18,15,69,11,172,15,15
TINA JEANETTE       ,2023-03-24 08:12:42.661508+00:00,219028700,OZII   ,9133898,CH 16               ,0,0,24,60,30,23,27,3,9
KAPETAN CHRISTOS    ,2023-03-24 08:12:42.663799+00:00,241495000,SVA7366,7026613,ELEUSINA            ,3,22,22,0,70,24,74,11,7
LH PILOT STE ANNE,2023-03-24 08:12:42.663989+00:00,227609750,FGD9548,0,,0,0,0,0,50,9,7,2,2
AQUA AMISIA,2023-03-24 08:12:42.665625+00:00,244700288,PH2313,0,LITOUWEN_  ,11,1,12,0,99,25,10,1,4
GREVELINGEN,2023-03-24 08:12:42.666146+00:00,244710157,PB4296,0,HERENTALS,3,24,15,37,89,95,15,7,7
ISTRANKA,2023-03-24 08:12:42.708902+00:00,247101800,IR8854,1005215,VG,9,24,6,0,37,14,30,4,4
AQUA AMISIA,2023-03-24 08:12:42.709567+00:00,244700288,PH2313,0,LITOUWEN_  ,11,1,12,0,99,25,10,1,4
AQUA AMISIA,2023-03-24 08:12:42.710099+00:00,244700288,PH2313,0,LITOUWEN_  ,11,1,12,0,99,25,10,1,4
CYGNUS   ,2023-03-24 08:12:42.710771+00:00,244710094,PI3506,0,GENEMUIDEN,3,24,7,0,79,11,74,4,5
MOONSHADOW,2023-03-24 08:12:42.714766+00:00,319887000,ZCIG8,1007419,KAAG,10,8,14,30,37,20,23,3,6
ALETTA              ,2023-03-24 08:12:42.717673+00:00,244660314,PG8663 ,0,WURZBURG,0,0,0,0,79,98,12,4,6
ALETTA              ,2023-03-24 08:12:42.719095+00:00,244660314,PG8663 ,0,WURZBURG,0,0,0,0,79,98,12,4,6
PANDA,2023-03-24 08:12:42.720527+00:00,352528000,H8NH,9288540,BANDIRMA,1,1,0,0,79,145,25,11,16
UCHI                ,2023-03-24 08:12:42.766018+00:00,701000742,SSD,6815988,PTO MAR DEL PLATA,10,10,22,0,30,10,44,5,5
CAPE WRATH          ,2023-03-24 08:12:42.806334+00:00,303940000,WRGJ   ,7826166,BALTIMORE MD        ,10,17,23,0,70,63,149,16,16
TRIUMPH IV          ,2023-03-24 08:12:42.826613+00:00,341508000,V4SK4  ,9311555,TR TUZ              ,2,7,9,0,70,79,24,11,6
NY VIGRA III,2023-03-24 08:12:42.886599+00:00,257333700,LHVV,0,SINGELOY,3,23,13,0,69,3,19,3,3
AUTO ENERGY         ,2023-03-24 08:12:42.887199+00:00,255805908,CQIA8  ,9736377,DRAMMEN             ,3,24,1,0,70,31,150,15,17
KVANNOY             ,2023-03-24 08:12:42.887947+00:00,257997000,LKUF   ,9710919,CH 16 FOR INFO      ,2,24,0,0,30,69,19,5,11
KVANNOY             ,2023-03-24 08:12:42.918954+00:00,257997000,LKUF   ,9710919,CH 16 FOR INFO      ,2,24,0,0,30,69,19,5,11
NINA                ,2023-03-24 08:12:42.924565+00:00,265589970,SFIC   ,0,VAXHOLM<>RINDO      ,12,31,14,0,60,41,42,10,4
CAPE WRATH          ,2023-03-24 08:12:42.925146+00:00,303940000,WRGJ   ,7826166,BALTIMORE MD        ,10,17,23,0,70,63,149,16,16
KVANNOY             ,2023-03-24 08:12:42.927134+00:00,257997000,LKUF   ,9710919,CH 16 FOR INFO      ,2,24,0,0,30,69,19,5,11
MATTHINGE,2023-03-24 08:12:42.961726+00:00,244001750,PD9835,0,BEVRIJDINGSDOK,3,24,13,46,89,125,10,6,7
CHALLENGER,2023-03-24 08:12:42.963539+00:00,244010269,PD9339,0,3E RIJKSBINNENHAVEN,3,23,11,0,79,110,0,0,12
LH PILOT STE ANNE,2023-03-24 08:12:42.966490+00:00,227609750,FGD9548,0,,0,0,0,0,50,9,7,2,2
NINA                ,2023-03-24 08:12:42.967591+00:00,265589970,SFIC   ,0,VAXHOLM<>RINDO      ,12,31,14,0,60,41,42,10,4
RUSADIR,2023-03-24 08:12:43.007010+00:00,210329000,5BWW5,9832119,GDANSK,3,23,14,30,69,61,126,21,10
RUSADIR,2023-03-24 08:12:43.007689+00:00,210329000,5BWW5,9832119,GDANSK,3,23,14,30,69,61,126,21,10
RUSADIR,2023-03-24 08:12:43.008223+00:00,210329000,5BWW5,9832119,GDANSK,3,23,14,30,69,61,126,21,10
A505 HMS ASTREA,2023-03-24 08:12:43.011078+00:00,265591580,SMOI,0,0,0,0,24,60,35,16,10,3,3
DYNAGREEN           ,2023-03-24 08:12:43.015582+00:00,431780000,7KMA   ,9919527,BR MCP              ,3,21,19,45,70,171,28,20,12
EMERALD COAST,2023-03-24 08:12:43.032621+00:00,367314510,WDL6047,7308205,NORFOLK,0,12,0,0,3,11,21,9,2
OBAN,2023-03-24 08:12:43.108232+00:00,246085000,PDWJ,9096650,KAMPEN,0,0,24,60,36,39,0,0,7
TIJMA               ,2023-03-24 08:12:43.109076+00:00,244060797,PA2793 ,0,ROGGEBOTSLUIS,8,14,15,45,0,0,0,0,0
MADISON             ,2023-03-24 08:12:43.112884+00:00,205436090,OT4360 ,0,MARANATHA           ,7,25,17,0,79,42,9,5,2
TIJMA               ,2023-03-24 08:12:43.137737+00:00,244060797,PA2793 ,0,ROGGEBOTSLUIS,8,14,15,45,0,0,0,0,0
EMERALD COAST,2023-03-24 08:12:43.218490+00:00,367314510,WDL6047,7308205,NORFOLK,0,12,0,0,3,11,21,9,2
SCALETTA,2023-03-24 08:12:43.223183+00:00,244650571,PF6212,0,VLISSINGEN VAN CITTE,3,21,19,30,80,98,12,7,4
LORDSHIP            ,2023-03-24 08:12:43.224716+00:00,636017745,A8SZ3  ,9519066,NL RTM              ,3,21,7,0,70,248,44,29,16
PILOT SCHILKSEE     ,2023-03-24 08:12:43.289228+00:00,211533590,DBEJ   ,0,KIEL PILOT SERVICE  ,9,19,19,30,50,12,5,3,3
DORIC BREEZE        ,2023-03-24 08:12:43.298283+00:00,636016005,D5DY7  ,9637129,PANCAN              ,3,19,18,30,80,149,34,8,24
LONGWOOD,2023-03-24 08:12:43.298907+00:00,245568000,PDTU,9504138,FI KTK,3,25,19,0,70,117,15,8,8
SAN MARCO AT,2023-03-24 08:12:43.332836+00:00,247277200,IIOJ2,9529437,TERMINAL ALNG,3,23,7,0,52,10,22,6,6
VINCENT             ,2023-03-24 08:12:43.342178+00:00,205524790,OT 5247,0,OLEN                ,9,12,13,30,79,57,10,6,3
HAV STREYM          ,2023-03-24 08:12:43.413344+00:00,231251000,OZ 2144,9126625,EIKEFET             ,3,24,15,0,70,66,16,11,1
ESVAGT AURORA       ,2023-03-24 08:12:43.436920+00:00,219017214,OYPV2  ,9594042,XZ GOLIAT           ,2,2,5,0,99,29,58,8,9
WILSON SAGA         ,2023-03-24 08:12:43.443960+00:00,257077520,LAII8  ,8918461,NOFRO>LTKLJ         ,3,26,14,0,70,98,15,8,7
RYGERFJORD,2023-03-24 08:12:43.447513+00:00,257961900,LMSJ,0,KVITSOY/RYFYLKE/SVG,3,24,18,30,49,8,12,4,3
HAV STREYM          ,2023-03-24 08:12:43.451409+00:00,231251000,OZ 2144,9126625,EIKEFET             ,3,24,15,0,70,66,16,11,1
