IMO,Name,Shipe_type,Fuel_conso_kg/nmile,CO2emission_kg/nmile
9293076,DUNKERQUE SEAWAYS,Ro-pax ship,174.34,542.97
9293088,DELFT SEAWAYS,Ro-pax ship,186.51,580.89
9293117,BARI,Oil tanker,160.64,502.82
9293167,MSC RONIT R,Container ship,260.15,822.98
9293179,MSC MIRELLA,Container ship,257.25,813.88
9293272,GRANDE DETROIT,Vehicle carrier,91.99,288.5
9293337,CASTILLO DE TRUJILLO,Oil tanker,116.91,367.22
9293404,NURAGHES,Ro-pax ship,228.48,713.37
9293416,ASSOS SEAWAYS,Ro-ro ship,116.85,364.02
9293428,ARTEMIS SEAWAYS,Ro-ro ship,119.25,371.49
9293442,MSC SHRISTI,Container ship,198.17,626.23
9293466,CSL SOPHIE,Container ship,Division by zero!,Division by zero!
9293519,MARVELOUS ACE,Vehicle carrier,81.21,255.96
9293521,MIRACULOUS ACE,Vehicle carrier,97.7,307.95
9293545,ASPHALT CARRIER,Chemical tanker,50.57,161.19
9293583,SFL COMPOSER,Vehicle carrier,102.07,319.78
9293595,EUPHONY ACE,Vehicle carrier,89.99,284.06
9293612,TORRENS,Vehicle carrier,97.7,304.9
9293624,TOLEDO,Vehicle carrier,116.25,362.47
9293648,PARADISE ACE,Vehicle carrier,89.86,284.51
9293650,LIBERTY ACE,Vehicle carrier,71.55,226.09
9293674,OSIRIS,Bulk carrier,115.11,364.93
9293753,CONTI CORTESIA,Container ship,263.85,826.79
9293894,FIRMAMENT ACE,Vehicle carrier,93.1,294.03
9293909,SFL CONDUCTOR,Vehicle carrier,109.29,343.42
9293923,FEDERAL KATSURA,Bulk carrier,65.26,207.37
9293961,FUTURA,Chemical tanker,97.91,309.62
9293973,LIBERA,Chemical tanker,86.1,270.05
9293997,ASTREA,Chemical tanker,138.72,437.58
9294020,JPO GEMINI,Container ship,163.12,508.29
9294185,CMA CGM VALPARAISO,Container ship,116.44,366.91
9294202,RAINBOW,Bulk carrier,91.7,289.55
9294226,VOLCAN DE TIRAJANA,Ro-pax ship,158.42,507.9
9294276,G BRIGHT,Chemical tanker,59.9,189.61
9294288,RUNDEMANEN,Chemical tanker,90.36,286.67
9294379,LARS MAERSK,Container ship,147.46,460.52
9294381,SAFMARINE NOMAZWE,Container ship,149.17,465.35
9294393,SAFMARINE NOKWANDA,Container ship,152.36,475.62
9294408,MAERSK LAUNCESTON,Container ship,178.64,563.62
9294484,MINOAN DIGNITY,Bulk carrier,112.72,351.34
9294824,POHORJE,Container ship,217.67,687.41
9294836,QUEBEC EXPRESS,Container ship,166.08,522.34
9294977,NOVA,General cargo ship,56.45,176.73
9295244,COLOMBO EXPRESS,Container ship,236.15,740.95
9295256,KYOTO EXPRESS,Container ship,212.96,671.29
9295268,CHICAGO EXPRESS,Container ship,232.59,727.59
9295311,VALLE DI CORDOBA,Oil tanker,110.2,348.57
9295335,BASSILEVOUSA,Oil tanker,112.5,356.06
9295347,ADVANTAGE PARK,Oil tanker,101.11,319.53
9295361,SANTA VANESSA,Container ship,262.96,821.34
9295373,SANTA VIOLA,Container ship,222.61,695.3
9295385,MSC MARTA,Container ship,221.53,698.37
9295397,MSC CAROLINA,Container ship,261.62,825.6
9295414,SC MONTREUX,Container ship,68.83,216.93
9295426,ANNELIESE ESSBERGER,Chemical tanker,46.5,149.08
9295438,LISA ESSBERGER,Chemical tanker,48.93,156.87
9295440,WILHELMINE ESSBERGER,Chemical tanker,44.77,143.54
9295452,TRANS EMERALD,Chemical tanker,51.6,163.02
9295505,MIZAR,Other ship types,92.75,292.72
9295517,AS FRANZISKA,Container ship,99.66,310.97
9295529,AVILA,Container ship,78.98,246.51
9295531,PEYTON LYNN C,Container ship,75.01,238.6
9295581,HASSI MESSAOUD 2,Gas carrier,150.41,475.64
9295830,HOEGH NEW YORK,Vehicle carrier,102.13,325.16
9295842,HOEGH BERLIN,Vehicle carrier,116.64,365.86
9295957,CHACABUCO,Container ship,190.67,603.14
9295969,CMA CGM SAMBHAR,Container ship,176.49,556.03
9295971,CMA CGM AMERICA,Container ship,224.95,706.04
9296119,ROLLS I,Chemical tanker,96.46,305.76
9296195,PAROS,Oil tanker,218.78,690.14
9296200,STAR PRINCESS,Bulk carrier,164.57,515.65
9296248,OCEAN LION,Bulk carrier,101.15,319.57
9296250,YASA TEAM,Bulk carrier,95.94,300.01
9296315,LORD NELSON,Bulk carrier,95.92,302.34
9296327,PUNKT,Bulk carrier,75.13,234.87
9296377,TOKYO SPIRIT,Oil tanker,192.56,603.19
9296389,MONTREAL SPIRIT,Oil tanker,191.81,601.57
9296391,RIDGEBURY MARY SELENA,Oil tanker,179.09,561.18
9296418,RIDGEBURY LINDY B,Oil tanker,199.16,624.35
9296597,ODORI,Oil tanker,82.96,259.58
9296626,PEDHOULAS TRADER,Bulk carrier,96.27,300.44
9296731,STOLT COURAGE,Chemical tanker,85.75,268.53
9296793,APOLO,Bulk carrier,97.11,305.88
9296822,ANGELICA SCHULTE,Oil tanker,121.28,383.55
9296872,MTM LONDON,Chemical tanker,56.46,178.95
9297321,MINERVA ELLIE,Oil tanker,149.89,475.84
9297333,MINERVA CLARA,Oil tanker,152.02,480.08
9297345,ALBA,Oil tanker,198.38,621.4
9297412,GULF HORIZON,Oil tanker,88.83,277.89
9297541,BONITA,Oil tanker,157.69,492.81
9297553,MONTEGO,Oil tanker,164.23,513.5
9297577,KARLA A,Container ship,89.41,279.17
9297589,ALANA,Container ship,81.46,259.49
9297591,BIANCA RAMBOW,Container ship,82.53,262.51
9297606,VISITOR,Container ship,81.02,252.9
9297618,BF CARODA,Container ship,76.11,240.25
9297864,MSC ANYA,Container ship,209.76,654.37
9297876,MSC BHAVYA,Container ship,200.81,634.32
9297890,SEACROSS,Oil tanker,158.69,498.67
9297905,JAG LALIT,Oil tanker,168.14,530.94
9297929,CALIPSO,Bulk carrier,103.86,327.84
9297931,HARVEST,Bulk carrier,100.43,313.31
9298181,SEYCHELLES PROGRESS,Chemical tanker,90.69,286.19
9298193,SEASHARK,Oil tanker,107.39,340.2
9298272,CHEMTRANS OCEANIC,Oil tanker,96.11,300.41
9298301,CHEMTRANS BALTIC,Oil tanker,101.25,316.43
9298325,HAMBURG STAR,Oil tanker,111.32,348.91
9298351,MIRELLA S,Chemical tanker,86.59,270.4
9298363,EMANUELE S,Chemical tanker,67.03,211.98
9298375,CAROLUS MAGNUS,Chemical tanker,82.27,259.09
9298387,ROSY,Chemical tanker,85.92,270.8
9298399,AL THAKHIRA,LNG carrier,341.22,1000.02
9298416,CLYDE FISHER,Chemical tanker,67.97,217.91
9298492,NORTHERN OCEAN,Chemical tanker,104.04,328.74
9298507,MINERVA ANNA,Oil tanker,135.01,429.77
9298533,THOR INSUVI,Bulk carrier,89.09,281.31
9298545,BULK TRIDENT,Bulk carrier,88.76,281.32
9298595,FILICUDI M.,Oil tanker,100.73,315.79
9298612,NCL HAUGESUND,Container ship,63.83,204.03
9298636,INDEPENDENT PRIMERO,Container ship,135.46,422.15
9298650,AMALTHEA,Oil tanker,150.19,475.46
9298686,MAERSK IOWA,Container ship,193.18,601.69
9298698,MAERSK OHIO,Container ship,185.19,576.79
9298727,NEW ENGLAND,Chemical tanker,120.79,376.14
9298741,MELTEMI,Oil tanker,177.38,553.93
9298753,BOUBOULINA,Oil tanker,308.35,968.49
9298765,NAUTILUS,Oil tanker,179.15,559.8
9298997,WAN HAI 625,Container ship,186.76,587.42
9299032,MAERSK DOUALA,Container ship,126.58,394.66
9299056,BENCHIJIGUA EXPRESS,Ro-pax ship,169.01,541.83
9299111,ELKA APOLLON,Chemical tanker,210.68,668.7
9299159,STENA PERFORMANCE,Oil tanker,151.02,484.17
9299214,OTTOMANA,Oil tanker,118.37,369.89
9299276,SPAR VIRGO,Bulk carrier,94.08,294.59
9299288,SPAR TAURUS,Bulk carrier,89.64,282.15
9299343,KAPTEN CAROQ,Oil tanker,142.68,445.69
9299355,AQUANUS,Oil tanker,185.49,580.6
9299393,MOBY AKI,Ro-pax ship,262.25,817.52
9299422,MAERSK BERING,Oil tanker,80.71,252.58
9299434,MAERSK BRISTOL,Oil tanker,74.79,234.4
9299446,MAERSK BELFAST,Oil tanker,73.1,228.56
9299458,MAERSK BARRY,Oil tanker,64.44,202.91
9299460,PACIFIC ROSE,Bulk carrier,94.02,296.83
9299484,MARTHA A,Container ship,131.58,414.81
9299496,PHOENIX AN,Oil tanker,103.99,328.17
9299501,ENERGIZER,Container ship,83.1,262.21
9299525,MSC TORONTO,Container ship,284.58,897.41
9299537,MSC CHARLESTON,Container ship,274.34,866.08
9299549,MSC JUDITH,Container ship,288.88,913.88
9299551,MSC VITTORIA,Container ship,290.68,918.05
9299563,PGC MARINA,Oil tanker,116.08,372.14
9299628,CMA CGM OTELLO,Container ship,244.11,771.73
9299630,CMA CGM NABUCCO,Container ship,282.65,891.24
9299642,CMA CGM FIDELIO,Container ship,249.68,788.42
9299666,EUROCHAMPION 2004,Oil tanker,182.97,578.04
9299678,EURONIKE,Oil tanker,194.01,607.45
9299680,NS CHALLENGER,Oil tanker,159.96,506.63
9299692,NS CONCORD,Oil tanker,162.35,518.06
9299707,NS CONCEPT,Oil tanker,137.97,437.72
9299719,NS CHAMPION,Oil tanker,132.91,420.52
9299733,ANTAIOS,Oil tanker,167.51,523.76
9299757,KHAWR ALADID,Oil tanker,145.68,456.54
9299769,S-TREASURE,Oil tanker,138.08,437.14
9299783,CMA CGM TOSCA,Container ship,283.07,893.87
9299795,CMA CGM LA TRAVIATA,Container ship,235.73,743.69
9299800,CMA CGM MEDEA,Container ship,312.05,983.32
9299812,CMA CGM NORMA,Container ship,306.99,968.01
9299862,BALTIC ADVANCE,Chemical tanker,86.07,273.8
9299874,NCC NAJD,Chemical tanker,97.61,304.62
9300178,HAINAN ISLAND,Bulk carrier,79.72,251.99
9300192,SARONIC SPIRE,General cargo ship,84.73,266.09
9300219,BLUE ALEXANDRA,Bulk carrier,73.17,228.39
9300221,THOR MERCURY,Bulk carrier,74.41,232.29
9300295,DESERT UNITY,Bulk carrier,103.98,327.48
9300441,EVER STRONG,Container ship,292.64,913.31
9300477,EVER SALUTE,Container ship,280.1,874.62
9300520,YASA PEMBE,Bulk carrier,90.68,284.25
9300623,GM LEGEND,Bulk carrier,75.43,237.23
9300659,GABRIEL A,Container ship,97.29,303.16
9300764,UBC TORONTO,General cargo ship,92.6,290.21
9300790,OOCL ASIA,Container ship,305.03,959.14
9300805,OOCL EUROPE,Container ship,277.87,868.6
9300829,TERNHOLM,Chemical tanker,53.84,172.62
9300843,OSPREY S,Bulk carrier,61.87,195.9
9300855,ASSIMINA II,Bulk carrier,79.72,250.41
9300881,IKI,General cargo ship,64.98,205.32
9300908,IBI,General cargo ship,53.12,168.07
9300972,AS CLARITA,Container ship,178.81,557.44
9301029,AMBROSIA,Oil tanker,112.71,351.68
9301043,THE UNITY,Bulk carrier,113.82,356.4
9301108,MOTIVATION D,Container ship,71.07,227.85
9301122,HOOGE,Container ship,106.82,333.67
9301134,LANGENESS,Container ship,94.7,298.89
9301146,EVROPI,Bulk carrier,Division by zero!,Division by zero!
9301184,FRATZIS  STAR,Bulk carrier,113.81,358.58
9301196,RIVA WIND,Bulk carrier,109.4,343.41
9301201,MASTERY D,Container ship,79.27,251.51
9301287,HISTRIA PERLA,Oil tanker,102.71,322.07
9301299,HISTRIA CORAL,Oil tanker,100.6,315.59
9301328,MSC DORINE,Container ship,193.36,609.64
9301433,CMA CGM MALTA,Container ship,120.24,374.53
9301445,BOMAR CALAIS,Container ship,136.82,427.53
9301457,0090 HSL NIKE,Container ship,141.12,442.88
9301471,MSC VALENCIA,Container ship,323.12,1006.41
9301483,MSC PARIS,Container ship,327.05,1018.43
9301536,SKS SKEENA,Oil tanker,191.41,603.7
9301562,GEESKE,Container ship,85.7,270.35
9301598,FINNLAND,General cargo ship,44.49,142.63
9301603,SEELAND,General cargo ship,43.71,140.14
9301720,GENCO PICARDY,Bulk carrier,94.16,294.78
9301732,ICE ENERGY,Oil tanker,201.01,630.13
9301744,ICE VICTORY,Oil tanker,136.51,427.93
9301794,SEASPAN JAKARTA,Container ship,152.01,479.8
9301809,SEASPAN SAIGON,Container ship,152.87,481.97
9301811,SEASPAN LAHORE,Container ship,166.44,524.84
9301823,RIO GRANDE EXPRESS,Container ship,163.7,516.12
9301847,SEASPAN RIO DE JANEIRO,Container ship,194.48,613.82
9301873,FURE WEST,Chemical tanker,64.29,193.24
9301885,MARIA M,Chemical tanker,92.98,293.72
9301897,MARVEA,Chemical tanker,106.92,337.4
9301914,TORM LOKE,Oil tanker,93.52,296.33
9301926,LUCIE SCHULTE,Container ship,127.05,403.86
9301938,HANNAH SCHULTE,Container ship,144.38,452.08
9301952,SEAWAYS VISAYAS,Oil tanker,155.82,488.7
9301990,ALDEBARAN,Other ship types,139.42,439.81
9302009,LS CHRISTINE,Chemical tanker,91.13,286.2
9302085,MSC ANAHITA,Container ship,289.65,912.78
9302126,TORM TEVERE,Oil tanker,83.98,264.81
9302138,ONE HANNOVER,Container ship,272.06,857.12
9302140,ONE HUMBER,Container ship,269.09,846.27
9302152,ONE HARBOUR,Container ship,281.56,888.83
9302176,ONE HENRY HUDSON,Container ship,241.78,766.48
9302205,TORONTO,Vehicle carrier,110.36,344.02
9302243,SVEN-D,Container ship,79.44,248.39
9302255,SPIRIT,Container ship,86.55,270.7
9302437,HSL PORTSMOUTH,Container ship,147.46,459.34
9302449,MAERSK DAKAR,Container ship,110.95,346.35
9302499,MARAN GAS ASCLEPIUS,LNG carrier,372.08,1098.15
9302566,S SANTIAGO,Container ship,218.06,684.16
9302578,SC MARA,Container ship,Division by zero!,Division by zero!
9302592,ARCHANGEL,Oil tanker,162.67,508.53
9302607,ALASKA,Oil tanker,188.46,591.71
9302619,NAVIOS UNITE,Container ship,307.49,971.83
9302621,NAVIOS UTMOST,Container ship,322.86,1019.28
9302683,GEORGIA,Chemical tanker,93.87,295.16
9302750,BRAVERY,Bulk carrier,102.86,324.23
9302774,OMICRON LIGHT,Bulk carrier,94.02,296.55
9302786,MIM VANGELIS JR,Bulk carrier,90.9,285.73
9302803,ANTAKYA-M,Bulk carrier,90.96,286.88
9302841,SWAN RIVER,Bulk carrier,108.89,339.95
9302918,TEAM SAMBA,General cargo ship,68.21,214.08
9302944,MARGARETE SCHULTE,Container ship,111.58,353.72
9302956,COSMOS,Container ship,131.52,410.99
9302970,SEALOYALTY,Oil tanker,128.04,400.73
9302982,STATIA,Oil tanker,131.21,411.26
9302994,SELENA,Oil tanker,115.66,361.58
9303041,THOR MAGNHILD,Bulk carrier,99.28,310.32
9303170,GRAND DUKE,Vehicle carrier,108.07,341.7
9303182,GRAND COSMO,Vehicle carrier,102.22,323.37
9303194,GRAND ORION,Vehicle carrier,106.19,336.84
9303211,GRAND VENUS,Vehicle carrier,108.97,344.27
9303223,GRAND DIAMOND,Vehicle carrier,105.06,333.2
9303302,TAIGA DESGAGNES,General cargo ship,74.43,234.29
9303314,SJARD,General cargo ship,68.7,217.11
9303364,AFRICAN SWAN,Bulk carrier,67.81,212.35
9303429,MANTA HACER,Bulk carrier,78.12,244.66
9303558,HOEGH CHIBA,Vehicle carrier,105,329.66
9303560,GOLAR GRAND,LNG carrier,382.63,1110.72
9303649,CHEMROAD HAYA,Chemical tanker,81.94,256.49
9303728,CHRYSOPIGI,Oil tanker,134.22,420.22
9303730,VS LEIA,Oil tanker,96.94,306.3
9303754,AVNI,Container ship,184.54,584.81
9303778,CELSIUS LONDON,Container ship,143.45,448.02
9303780,IRENES RAINBOW,Container ship,125.1,391.96
9303807,STANLEY A,Container ship,141.24,444.24
9304057,NORWEGIAN JADE,Passenger ship,468.53,1467.72
9304083,CLARA,Bulk carrier,110.13,347.44
9304100,MANNA,Bulk carrier,100.57,313.72
9304112,CORAL ISLAND,Bulk carrier,115.07,367.15
9304148,AZALEA ISLAND,Bulk carrier,103.4,326.11
9304174,CENTURION,Bulk carrier,92.7,293.49
9304198,MALAKAND,Bulk carrier,99.02,313.32
9304203,OMICRON CREST,Bulk carrier,Division by zero!,Division by zero!
9304215,ARROW LADY,Bulk carrier,91.92,287.4
9304241,GOOD HOPE MAX,Bulk carrier,104.42,326.22
9304277,OMICRON TITINA,Bulk carrier,107.34,339.28
9304306,ORCHID AMERICAS,Chemical tanker,61.78,195.86
9304318,VERONICA DP,Chemical tanker,47.74,150.85
9304344,MARMOTAS,Oil tanker,55.14,173
9304411,MSC ESTHI,Container ship,291.25,908.97
9304423,MSC MARIA ELENA,Container ship,324.74,1024.87
9304435,MSC JOANNA,Container ship,336.39,1061.45
9304447,MSC ROMA,Container ship,325.99,1015.91
9304459,MSC LISBON,Container ship,345.21,1076.09
9304461,GALA,General cargo ship,55.82,174.87
9304588,TORM RESILIENCE,Oil tanker,86.23,270.04
9304605,MINERVA SYMPHONY,Oil tanker,213.6,678.27
9304629,RIDGEBURY NICHOLAS A,Oil tanker,176.99,556.07
9304631,VENEZIA,Ro-pax ship,157.8,492.73
9304734,0215 CINDY,Container ship,120.82,377.84
9304746,ANTWERP TRADER,Container ship,123.19,384.51
9304758,CHIQUITA EXPRESS,Container ship,119.87,374.7
9304760,CHIQUITA TRADER,Container ship,117.87,368.39
9304813,XIN CHANG SHU,Container ship,265.93,835.87
9304825,SEAMASTER IV,Oil tanker,150.25,471.57
9304966,NORTHERN VIVACITY,Container ship,124.85,389.67
9305051,ALIAKMON,Chemical tanker,103.11,322.51
9305178,PATRONA I,Chemical tanker,71.85,227.99
9305180,PATALYA,Chemical tanker,69.71,221.04
9305269,SHARDEN,Ro-pax ship,261.22,815.31
9305300,MAERSK UTAH,Container ship,169.08,527.91
9305312,MAERSK MONTANA,Container ship,204.58,637.2
9305336,TANAIS,General cargo ship,38.6,121.12
9305477,MSC TIANSHAN,Container ship,276.92,872.71
9305556,STENA ARCTICA,Oil tanker,201.3,645.35
9305568,SCF BALTICA,Oil tanker,154.63,489.31
9305594,YANTIAN,Container ship,290.82,907.06
9305611,PROMITHEAS,Oil tanker,163.05,516.5
9305623,PROPONTIS,Oil tanker,176.41,556.79
9305702,MSC MADELEINE,Container ship,319.7,1008.82
9305843,COTE DES FLANDRES,Ro-pax ship,174.22,542.62
9305855,MINERVA GRACE,Oil tanker,138.33,438.79
9305867,MINERVA RITA,Oil tanker,105.93,335.79
9305893,MARGUERITE A,Container ship,91.41,285.13
9305908,VENTO DI SCIROCCO,Container ship,93.64,292.34
9305934,X-PRESS MONTE ROSA,Container ship,67.73,211.34
9306005,ARNARFELL,Container ship,86.64,270.54
9306017,HELGAFELL,Container ship,83.65,261.3
9306029,SANDNES,Bulk carrier,96.74,302.03
9306067,CALISTO,Container ship,95,299.15
9306079,ADELINA D,Container ship,78.59,247.7
9306172,MAERSK PUELO,Container ship,245.43,771.05
9306196,PALENA,Container ship,231.55,734.1
9306201,ANNABA,Container ship,83.16,260.6
9306213,CONTSHIP SEA,Container ship,84.59,267.41
9306225,AVA D,Container ship,91.46,286.15
9306237,CONTSHIP RUN,Container ship,94.62,298.91
9306249,CONTSHIP MED,Container ship,98.75,311.55
9306251,MAUREN,Container ship,85.96,268.79
9306299,SUAVE,General cargo ship,38,120.48
9306304,M/V MANISA SOLE,General cargo ship,43.01,136.32
9306316,MANISA SILVANA,General cargo ship,31.9,102.29
9306328,IBRAHIM KONAN,General cargo ship,43.54,138.19
9306380,IRENA,General cargo ship,42.17,133.6
9306392,EYUP,General cargo ship,35.91,115.11
9306419,NORMA,General cargo ship,36.57,115.88
9306421,ADALADY,General cargo ship,43.82,139.22
9306433,SPANACO PROGRESS,General cargo ship,46.82,150.12
9306445,ADASUN,General cargo ship,48.61,154.29
9306639,SEMBARANI,Oil tanker,135.18,423.01
9306641,OLYMPIC VISION,Oil tanker,85.15,268.08
9306653,SLOMAN THETIS,Oil tanker,90.48,285.7
9306677,SLOMAN THEMIS,Oil tanker,75.72,239.17
9306706,NEPTUNE OKEANIS,Ro-ro ship,86.78,273.69
9306718,NEPTUNE THELISIS,Ro-ro ship,84.41,266.16
9306782,NS CENTURY,Oil tanker,143.66,455.73
9306794,NS COMMANDER,Oil tanker,190.32,605.64
9306823,VEGA VELA,Container ship,79.67,249.48
9306835,ASTRID L,General cargo ship,84.46,266.32
9306940,RALEIGH FISHER,Oil tanker,86.61,271.35
9307102,LR1 CARRIER,Oil tanker,93.58,295.49
9307176,AL DEEBEL,LNG carrier,352.11,1029.94
9307205,METHANE LYDON VOLNEY,LNG carrier,388.31,1076
9307217,XIN LOS ANGELES,Container ship,292.87,914.22
9307229,PUSAN C,Container ship,307.23,959.8
9307231,XIN SHANGHAI,Container ship,288.8,901.79
9307243,LE HAVRE,Container ship,303.99,949.04
9307279,SCORPIUS,Container ship,127.88,399.31
9307346,LARVIK,Oil tanker,125.32,392.39
9307358,TIMCA,General cargo ship,177.16,552.06
9307360,KRAFTCA,Other ship types,176.95,551.27
9307384,TRICA,Other ship types,170.03,529.76
9307671,STEN BALTIC,Oil tanker,67.73,217.13
9307798,TORM VENTURE,Oil tanker,104.61,326.85
9307815,ATLANTICA BRIDGE,Chemical tanker,85.38,267.89
9307827,MINERVA VIRGO,Oil tanker,121.51,387.02
9307944,AMBER,Oil tanker,132.41,415.14
9308003,NAVIOS SUMMER,Container ship,188.27,587.44
9308027,NAVIOS SPRING,Container ship,205.49,643.7
9308065,STORVIKEN,Oil tanker,183.1,571.23
9308089,CONQUEST,Oil tanker,121.44,385.89
9308091,CONSTELLATION,Oil tanker,119.5,378.08
9308106,EVANTHIA,Bulk carrier,89.29,278.49
9308118,PRIONAS,Bulk carrier,118.1,373.68
9308132,BEKS EBRU,Oil tanker,148.22,466.37
9308168,OCEAN COSMOS,Oil tanker,145.32,458.89
9308247,ICARIUS,Bulk carrier,103.31,326.42
9308390,AS CONSTANTINA,Container ship,135.56,422.13
9308431,UMM BAB,LNG carrier,311.06,906.55
9308443,JAG LYALL,Oil tanker,145.08,457.85
9308510,COSCO HELLAS,Container ship,293.4,924.87
9308546,EVINCO,Chemical tanker,101.49,322.73
9308558,EXCELLO,Chemical tanker,87.59,277.28
9308584,MSC NINA F,Container ship,85.58,270.15
9308596,CONTSHIP ANA,Container ship,88.47,279.5
9308601,MSC TALIA F,Container ship,93.07,294.04
9308613,CONTSHIP FUN,Container ship,86.3,272.5
9308625,MSC LUNA F,Container ship,100.57,317.73
9308792,LAKE KIVU,Vehicle carrier,110.4,344.64
9308807,CSAV RIO GRANDE,Vehicle carrier,96.27,299.87
9308821,ZUMA,Oil tanker,181.26,570.13
9308833,LOVINA,Oil tanker,154.59,484.36
9308857,CARMEL,Oil tanker,156.53,489.56
9308883,CEPHEUS LEADER,Vehicle carrier,104.86,330.45
9308900,PACIFIC,Chemical tanker,46.46,148.96
9308948,SRI ASIH,Oil tanker,165.6,518.85
9308998,CHEMTRANS POLARIS,Oil tanker,105.55,338.41
9309148,VS LARA,Chemical tanker,65.04,208.52
9309239,BIT VIKING,Oil tanker,125.84,383.94
9309277,MONA LISA,Container ship,193.5,607.54
9309409,AS CARELIA,Container ship,128.02,401.05
9309423,MINERVA NOUNOU,Oil tanker,171.32,544.27
9309435,MINERVA ALICE,Oil tanker,155.18,493.42
9309447,MSC RANIA,Container ship,298.75,944.82
9309459,MSC SILVANA,Container ship,306.77,967.84
9309461,MSC TOMOKO,Container ship,311.55,982.76
9309473,MSC HEIDI,Container ship,338.72,1068.53
9309485,CYMONA STAR,Bulk carrier,102.18,319.14
9309502,CHEMROAD WING,Chemical tanker,80.03,250.13
9309526,CATALONIA,General cargo ship,Division by zero!,Division by zero!
9309588,NS STELLA,Chemical tanker,122.15,384.98
9309629,CELSIUS MONACO,Chemical tanker,65.08,206.09
9309655,JALMA TOPIC,Bulk carrier,94.15,297
9309978,VS LISBETH,Oil tanker,93.09,293.29
9309980,LUZERN,Oil tanker,139.22,441.78
9310109,LIBERTY,Vehicle carrier,122.04,382.01
9310202,NURI SONAY,General cargo ship,53.4,168.9
9310276,PANASIATIC,Bulk carrier,116.95,368.54
9310355,OLYMPUS,Chemical tanker,43.96,140.95
9310408,DESPINA D,Bulk carrier,99.25,309.92
9310525,KYTHIRA WARRIOR,Oil tanker,213.5,680.97
9310537,THE GIVER,Bulk carrier,107.08,335.03
9310628,SUMMIT SUCCESS,Bulk carrier,112.11,354.23
9310642,LAUSANNE,Bulk carrier,99.05,309.02
9310707,CHALLENGE PASSAGE,Oil tanker,101.98,320.75
9310757,POLARSTAR,Bulk carrier,74.51,233.69
9310769,HTK FORTUNE,Bulk carrier,77.43,244.64
9310850,REGINA,Oil tanker,119.13,375.6
9311000,ROSE M,Oil tanker,81.78,256.08
9311012,STOLT GLORY,Chemical tanker,86.9,272.53
9311048,RIDGEBURY ACACIA,Oil tanker,88.85,281.87
9311050,S-BRONCO,Bulk carrier,74.98,236.33
9311153,NILOS,Bulk carrier,104.72,330.3
9311165,NIKOLAS XL,Bulk carrier,114.32,358.77
9311206,CUMA,Bulk carrier,121.98,380.25
9311220,IONIC KATANA,Bulk carrier,96.1,299.33
9311256,MONAX,Chemical tanker,55.76,176.7
9311402,PORT ALICE,Bulk carrier,84.66,268.02
9311452,ANDROS GLORY,Bulk carrier,159.81,499.58
9311464,THE MOTHERSHIP,Bulk carrier,Division by zero!,Division by zero!
9311490,ISABELLA M,Bulk carrier,96.41,303.99
9311529,SSI NEMESIS,Bulk carrier,74.62,233.12
9311567,LNG KANO,LNG carrier,271.44,747.62
9311579,LNG ONDO,LNG carrier,250.63,690.12
9311581,LNG IMO,LNG carrier,291.29,802.15
9311622,VLADIMIR TIKHONOV,Oil tanker,230.91,729.98
9311634,SAWTOOTH,Chemical tanker,57.67,180.64
9311646,LUTSEN,Chemical tanker,82.83,261.37
9311701,MAERSK KANSAS,Container ship,178.8,557.73
9311725,FSL SINGAPORE,Oil tanker,89.75,282.61
9311751,MAERSK ARCTIC,Oil tanker,94.45,297.24
9311787,AS CLEOPATRA,Container ship,137.81,432.41
